0,791,1582,2373,3164,3955,4746,5537,6328,7119,7910,8701,9492,10284,11075,11866,12657,13448,14239,15030,15821,16612,17403,18194,18985,19776,20567,21358,22149,22940,23731,24522,25313,26104,26895,27686,28477,29268,30059,30850,31641,32432,33223,34014,34805,35596,36387,37178,37969,38760,39551,40342,41133,41924,42715,43506,44297,45088,45879,46670,47462,48253,49044,49835,50626,51417,52208,52999,53790,54581,55372,56163,56954,57745,58536,59327,60118,60909,61700,62491,63282,64073,64864,65655,66446,67237,68028,68819,69610,70401,71192,71983,72774,73565,74356,75147,75938,76729,77520,78311,79102,79893,80684,81475,82266,83057,83848,84639,85430,86221
0.10463,0.11051,0.11043,0.11088,0.1112,0.11259,0.1139,0.11611,0.11787,0.12159,0.12531,0.12961,0.13507,0.14306,0.15307,0.1635,0.18243,0.19746,0.22341,0.25558,0.29631,0.34486,0.40539,0.46979,0.53758,0.61588,0.69119,0.749,0.78584,0.83764,0.88472,0.92378,0.96318,0.99742,1.0327,1.0663,1.0955,1.1268,1.1586,1.1885,1.2125,1.2306,1.2493,1.2694,1.2902,1.309,1.3267,1.3405,1.3535,1.3634,1.3711,1.3733,1.3763,1.3768,1.3772,1.375,1.3727,1.372,1.3695,1.3673,1.3637,1.3637,1.3631,1.3621,1.3605,1.359,1.3577,1.3547,1.3537,1.3507,1.3498,1.3498,1.348,1.3479,1.3471,1.3466,1.3466,1.3469,1.3471,1.3477,1.3475,1.348,1.3487,1.3498,1.3516,1.3509,1.3518,1.3544,1.354,1.3558,1.3569,1.3596,1.3609,1.3637,1.3656,1.3672,1.368,1.37,1.3715,1.3741,1.3761,1.3773,1.3785,1.3811,1.3817,1.3833,1.3851,1.3857,1.3881,1.3894
0.11088,0.11131,0.11187,0.11327,0.11391,0.11467,0.11634,0.11811,0.1205,0.12323,0.12658,0.13101,0.13748,0.14511,0.15538,0.16912,0.18476,0.20321,0.2283,0.26153,0.30508,0.35973,0.42318,0.49453,0.5653,0.64431,0.7194,0.78111,0.82344,0.88256,0.9295,0.97274,1.0128,1.051,1.0863,1.1208,1.1548,1.1874,1.2193,1.2497,1.2735,1.2927,1.3159,1.3403,1.3631,1.3842,1.4034,1.4189,1.4322,1.4433,1.4507,1.4553,1.4582,1.4588,1.4583,1.4572,1.4544,1.4523,1.4498,1.4478,1.4451,1.4444,1.4423,1.4403,1.4382,1.4356,1.4333,1.4304,1.4277,1.426,1.4239,1.4224,1.4213,1.4211,1.4194,1.4189,1.4193,1.4203,1.4196,1.423,1.426,1.4251,1.4273,1.4307,1.4316,1.4285,1.4298,1.4334,1.432,1.4341,1.4367,1.4388,1.4404,1.4496,1.4522,1.4537,1.4544,1.4555,1.4544,1.4619,1.464,1.4652,1.4623,1.4685,1.4645,1.4692,1.4705,1.4682,1.4722,1.4761
0.1052,0.1063,0.10743,0.10787,0.11023,0.11248,0.11686,0.11952,0.12392,0.12981,0.13586,0.14326,0.15584,0.17073,0.18896,0.21331,0.24117,0.2804,0.33102,0.39147,0.46341,0.5376,0.61799,0.6984,0.77076,0.82332,0.86392,0.92013,0.96771,1.0078,1.0455,1.0821,1.1161,1.1509,1.1839,1.2157,1.2467,1.2779,1.299,1.3182,1.3424,1.3655,1.3885,1.4081,1.4263,1.4417,1.4537,1.4638,1.4697,1.4748,1.4768,1.4768,1.4762,1.4752,1.4727,1.4707,1.4664,1.4664,1.4643,1.4632,1.4608,1.4581,1.4549,1.4519,1.4496,1.4466,1.4438,1.4416,1.4402,1.439,1.4362,1.4359,1.4354,1.4353,1.4348,1.4348,1.4352,1.4334,1.436,1.4343,1.4428,1.4376,1.4459,1.4482,1.4498,1.4456,1.4473,1.4498,1.4516,1.4531,1.4546,1.4573,1.4595,1.4615,1.4636,1.4655,1.4673,1.4692,1.4711,1.4731,1.4747,1.4765,1.478,1.4801,1.4815,1.4828,1.4842,1.4856,1.4874,1.489
0.12612,0.12802,0.1283,0.1271,0.12837,0.12717,0.12888,0.13001,0.13202,0.1317,0.13489,0.13637,0.13927,0.14272,0.14554,0.15024,0.15537,0.1625,0.16969,0.17862,0.18786,0.20209,0.21703,0.23519,0.25602,0.28139,0.31007,0.34422,0.38254,0.42128,0.47246,0.52262,0.56228,0.60442,0.65366,0.69282,0.71802,0.74171,0.77592,0.80511,0.83506,0.86669,0.89717,0.92318,0.94769,0.97214,0.99723,1.0196,1.0444,1.0663,1.0883,1.1098,1.1318,1.1462,1.1606,1.1789,1.1966,1.2145,1.2327,1.2496,1.2663,1.2823,1.2965,1.31,1.3213,1.3303,1.339,1.3465,1.3537,1.3586,1.363,1.366,1.3685,1.3695,1.3693,1.3684,1.3675,1.3665,1.3655,1.3639,1.3626,1.361,1.359,1.3573,1.3551,1.3546,1.3527,1.3515,1.3504,1.3499,1.3487,1.3476,1.347,1.3471,1.3467,1.3468,1.3469,1.3476,1.3476,1.3487,1.3493,1.3501,1.3511,1.3522,1.3532,1.3547,1.3556,1.3564,1.358,1.3597
0.14219,0.14049,0.14126,0.14171,0.14129,0.14264,0.14271,0.14399,0.14501,0.1455,0.14666,0.14887,0.15062,0.15268,0.15452,0.15791,0.15936,0.16251,0.16631,0.17053,0.17397,0.18026,0.18682,0.19397,0.20214,0.21206,0.22234,0.23314,0.24619,0.26208,0.27739,0.29574,0.31703,0.33851,0.36493,0.39201,0.41692,0.44903,0.48947,0.52382,0.54848,0.57877,0.61649,0.65369,0.69227,0.72128,0.7488,0.77877,0.81014,0.83431,0.85527,0.8771,0.90226,0.92873,0.95337,0.97574,0.99731,1.0179,1.0377,1.0568,1.0761,1.0939,1.1111,1.1288,1.1474,1.1649,1.1812,1.1979,1.2162,1.2247,1.2359,1.25,1.2643,1.2785,1.2918,1.3065,1.3198,1.3326,1.3452,1.3565,1.3673,1.3771,1.3861,1.3943,1.4012,1.4075,1.4129,1.4178,1.4227,1.4268,1.4301,1.4343,1.437,1.4394,1.4404,1.4418,1.4413,1.4416,1.4403,1.4403,1.4399,1.4392,1.4386,1.4371,1.4352,1.4356,1.4327,1.4314,1.4303,1.4287
0.12819,0.12796,0.1282,0.12857,0.12921,0.12958,0.13062,0.1318,0.13404,0.13434,0.13726,0.13792,0.13958,0.14262,0.14544,0.14821,0.15203,0.15582,0.15994,0.16558,0.17201,0.17972,0.18766,0.19742,0.2079,0.21979,0.23424,0.25173,0.26837,0.2889,0.31141,0.33656,0.3639,0.395,0.42498,0.45804,0.50327,0.54243,0.57198,0.60638,0.64346,0.68374,0.72306,0.75117,0.78057,0.81158,0.83959,0.86208,0.8836,0.90797,0.93454,0.95921,0.98189,1.0033,1.0246,1.0455,1.0645,1.0845,1.1038,1.1225,1.1415,1.1598,1.1763,1.1937,1.2102,1.2271,1.2426,1.2515,1.2654,1.2799,1.2938,1.3083,1.322,1.3357,1.3484,1.3609,1.3725,1.3828,1.3929,1.4017,1.4094,1.4166,1.4217,1.4273,1.4323,1.4364,1.4402,1.4439,1.4465,1.4485,1.45,1.4509,1.4508,1.4514,1.4506,1.45,1.4493,1.4481,1.4474,1.4459,1.4446,1.4436,1.4423,1.441,1.4376,1.4379,1.437,1.435,1.4337,1.4317
0.14243,0.14301,0.14337,0.14487,0.14559,0.14629,0.14791,0.14863,0.14893,0.14956,0.15122,0.15267,0.15418,0.15504,0.1581,0.1598,0.16219,0.16478,0.16834,0.17244,0.17623,0.18213,0.18698,0.19357,0.20114,0.20878,0.21784,0.22976,0.24069,0.25328,0.26879,0.28431,0.30249,0.32244,0.34478,0.36947,0.39374,0.42228,0.45909,0.49481,0.51773,0.54511,0.58197,0.6191,0.65974,0.69058,0.71822,0.7496,0.77416,0.79352,0.81528,0.83882,0.86781,0.8938,0.92007,0.94467,0.96866,0.99172,1.0139,1.0348,1.0547,1.0745,1.0926,1.111,1.1296,1.1474,1.165,1.1731,1.1883,1.205,1.2194,1.2352,1.2508,1.2666,1.2812,1.2954,1.3089,1.3205,1.3313,1.3395,1.3463,1.3518,1.3573,1.3621,1.3667,1.3706,1.3744,1.3783,1.3822,1.3852,1.388,1.3911,1.393,1.3951,1.3954,1.3958,1.3959,1.3956,1.395,1.3947,1.3935,1.3925,1.3915,1.39,1.3891,1.3878,1.3867,1.3846,1.3842,1.3831
0.16318,0.16424,0.16333,0.16444,0.16464,0.16573,0.16761,0.16733,0.1679,0.16977,0.17102,0.17249,0.17448,0.17663,0.17923,0.18186,0.18517,0.18898,0.1936,0.19827,0.2036,0.21024,0.21769,0.22561,0.23526,0.24608,0.2579,0.27161,0.28682,0.30374,0.3232,0.34389,0.36741,0.39392,0.42402,0.44781,0.48562,0.52908,0.55614,0.58492,0.62142,0.66179,0.70299,0.73793,0.76603,0.79574,0.82766,0.85014,0.87227,0.89547,0.92362,0.95043,0.97524,0.99913,1.023,1.0454,1.0671,1.0884,1.1075,1.127,1.1457,1.1648,1.1828,1.2009,1.2203,1.2325,1.2441,1.2593,1.2748,1.2904,1.3053,1.321,1.3365,1.3517,1.3652,1.3791,1.3915,1.4027,1.4138,1.4223,1.4292,1.4353,1.4403,1.4449,1.4495,1.4535,1.457,1.4601,1.4633,1.4658,1.4681,1.4702,1.4705,1.4712,1.4707,1.4705,1.4698,1.4686,1.4678,1.4667,1.4653,1.4639,1.4621,1.4613,1.4595,1.4585,1.4574,1.4556,1.4536,1.4535
0.15569,0.15719,0.1556,0.15707,0.15577,0.1575,0.15827,0.15877,0.15982,0.1609,0.16162,0.1629,0.16438,0.16561,0.16717,0.17042,0.17152,0.17421,0.17719,0.18161,0.18479,0.18969,0.19413,0.19969,0.20559,0.21341,0.22188,0.23127,0.24139,0.25334,0.26651,0.28017,0.29648,0.31423,0.33308,0.35543,0.37906,0.40566,0.42914,0.46037,0.49949,0.53044,0.55553,0.58419,0.62012,0.65767,0.69731,0.73039,0.75749,0.78781,0.82104,0.8429,0.86328,0.88461,0.90904,0.93507,0.96028,0.98393,1.0063,1.0282,1.05,1.0707,1.0902,1.1086,1.1275,1.1453,1.1636,1.1811,1.1994,1.2169,1.2324,1.2414,1.2552,1.2706,1.2851,1.2999,1.3141,1.3289,1.3433,1.3566,1.3698,1.3817,1.3926,1.4032,1.413,1.4214,1.4273,1.4327,1.4381,1.4417,1.4455,1.4501,1.4528,1.4564,1.4589,1.4615,1.4633,1.4644,1.4651,1.4657,1.4649,1.465,1.4644,1.4632,1.4625,1.4612,1.4597,1.4585,1.4571,1.4552
